,Ano,Sexo,Qde Benefícios Concedidos,Grupo CID,Grupo/Principais Espécies,CID-Índice,CID-Descrição
46039,2012,F,17,Doenças do aparelho respiratório,Ap Invalidez,J38,Doenc das Cordas Vocais e da Laringe Ncop
46040,2012,F,2,Doenças do aparelho respiratório,Ap Invalidez,J39,Outr Doenc das Vias Aereas Super
46041,2012,F,4,Doenças do aparelho respiratório,Ap Invalidez,J40,Bronquite Ne Como Aguda ou Cronica
46042,2012,F,7,Doenças do aparelho respiratório,Ap Invalidez,J41,Bronquite Cronica Simples e a Mucopurulen
46043,2012,F,16,Doenças do aparelho respiratório,Ap Invalidez,J42,Bronquite Cronica Ne
46044,2012,F,70,Doenças do aparelho respiratório,Ap Invalidez,J43,Enfisema
46045,2012,F,290,Doenças do aparelho respiratório,Ap Invalidez,J44,Outr Doenc Pulmonares Obstrutivas Cronica
46046,2012,F,195,Doenças do aparelho respiratório,Ap Invalidez,J45,Asma
46047,2012,F,2,Doenças do aparelho respiratório,Ap Invalidez,J46,Estado de Mal Asmatico
46048,2012,F,41,Doenças do aparelho respiratório,Ap Invalidez,J47,Bronquectasia
46049,2012,F,1,Doenças do aparelho respiratório,Ap Invalidez,J62,Pneumoconiose Dev Poeira Que Cont Silica
46050,2012,F,3,Doenças do aparelho respiratório,Ap Invalidez,J63,Pneumoconiose Dev Outr Poeiras Inorganica
46051,2012,F,1,Doenças do aparelho respiratório,Ap Invalidez,J66,Doenc das Vias Aereas Dev Poeiras Org Esp
46052,2012,F,3,Doenças do aparelho respiratório,Ap Invalidez,J67,Pneumonite Hipersensibilid Dev Poeiras Or
46053,2012,F,1,Doenças do aparelho respiratório,Ap Invalidez,J70,Afeccoes Respirat Dev Outr Agentes Extern
46054,2012,F,2,Doenças do aparelho respiratório,Ap Invalidez,J81,Edema Pulmonar Ne de Outr Form
46055,2012,F,43,Doenças do aparelho respiratório,Ap Invalidez,J84,Outr Doenc Pulmonares Intersticiais
46056,2012,F,1,Doenças do aparelho respiratório,Ap Invalidez,J85,Abscesso do Pulmao e do Mediastino
46057,2012,F,1,Doenças do aparelho respiratório,Ap Invalidez,J86,Piotorax
46058,2012,F,2,Doenças do aparelho respiratório,Ap Invalidez,J90,Derrame Pleural Ncop
46059,2012,F,1,Doenças do aparelho respiratório,Ap Invalidez,J94,Outr Afeccoes Pleurais
46060,2012,F,3,Doenças do aparelho respiratório,Ap Invalidez,J95,Afeccoes Respirat Pos-Proced Ncop
46061,2012,F,11,Doenças do aparelho respiratório,Ap Invalidez,J96,Insuf Respirat Ncop
46062,2012,F,3,Doenças do aparelho respiratório,Ap Invalidez,J98,Outr Transt Respirat
46707,2012,F,1,Doenças do aparelho respiratório,Ap Invalidez,J18,Pneumonia p/Microorg Ne
46708,2012,F,3,Doenças do aparelho respiratório,Ap Invalidez,J42,Bronquite Cronica Ne
46709,2012,F,5,Doenças do aparelho respiratório,Ap Invalidez,J43,Enfisema
46710,2012,F,35,Doenças do aparelho respiratório,Ap Invalidez,J44,Outr Doenc Pulmonares Obstrutivas Cronica
46711,2012,F,34,Doenças do aparelho respiratório,Ap Invalidez,J45,Asma
46712,2012,F,1,Doenças do aparelho respiratório,Ap Invalidez,J46,Estado de Mal Asmatico
46713,2012,F,7,Doenças do aparelho respiratório,Ap Invalidez,J47,Bronquectasia
46714,2012,F,3,Doenças do aparelho respiratório,Ap Invalidez,J84,Outr Doenc Pulmonares Intersticiais
46715,2012,F,3,Doenças do aparelho respiratório,Ap Invalidez,J96,Insuf Respirat Ncop
46716,2012,F,1,Doenças do aparelho respiratório,Ap Invalidez,J98,Outr Transt Respirat
47167,2012,M,4,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J01,Sinusite Aguda
47168,2012,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J02,Faringite Aguda
47169,2012,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J06,Infecc Agudas Vias Aereas Super Loc Mult
47170,2012,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J12,Pneumonia Viral Ncop
47171,2012,M,5,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J15,Pneumonia Bacter Ncop
47172,2012,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J17,Pneumonia em Doenc Cop
47173,2012,M,11,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J18,Pneumonia p/Microorg Ne
47174,2012,M,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J20,Bronquite Aguda
47175,2012,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J21,Bronquiolite Aguda
47176,2012,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J22,Infecc Agudas Ne das Vias Aereas Infer
47177,2012,M,5,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J30,Rinite Alergica e Vasomotora
47178,2012,M,4,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J31,Rinite Nasofaringite e Faringite Cronicas
47179,2012,M,9,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J32,Sinusite Cronica
47180,2012,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J33,Polipo Nasal
47181,2012,M,6,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J34,Outr Transt do Nariz e dos Seios Paranasa
47182,2012,M,4,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J37,Laringite e Laringotraqueite Cronicas
47183,2012,M,21,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J38,Doenc das Cordas Vocais e da Laringe Ncop
47184,2012,M,4,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J39,Outr Doenc das Vias Aereas Super
47185,2012,M,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J40,Bronquite Ne Como Aguda ou Cronica
47186,2012,M,6,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J42,Bronquite Cronica Ne
47187,2012,M,9,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J43,Enfisema
47188,2012,M,90,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J44,Outr Doenc Pulmonares Obstrutivas Cronica
47189,2012,M,176,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J45,Asma
47190,2012,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J46,Estado de Mal Asmatico
47191,2012,M,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J47,Bronquectasia
47192,2012,M,54,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J62,Pneumoconiose Dev Poeira Que Cont Silica
47193,2012,M,10,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J63,Pneumoconiose Dev Outr Poeiras Inorganica
47194,2012,M,8,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J64,Pneumoconiose Ne
47195,2012,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J65,Pneumoconiose Assoc c/Tuberc
47196,2012,M,13,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J67,Pneumonite Hipersensibilid Dev Poeiras Or
47197,2012,M,13,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J68,Afecc Resp Dev Inal Prod Quim Gas Fumac V
47198,2012,M,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J70,Afeccoes Respirat Dev Outr Agentes Extern
47199,2012,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J82,Eosinofilia Pulmonar Ncop
47200,2012,M,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J84,Outr Doenc Pulmonares Intersticiais
47201,2012,M,16,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J90,Derrame Pleural Ncop
47202,2012,M,33,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J93,Pneumotorax
47203,2012,M,15,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J94,Outr Afeccoes Pleurais
47204,2012,M,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J95,Afeccoes Respirat Pos-Proced Ncop
47205,2012,M,4,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J96,Insuf Respirat Ncop
47206,2012,M,7,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J98,Outr Transt Respirat
47207,2012,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J99,Transt Respirat em Doenc Cop
47839,2012,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J31,Rinite Nasofaringite e Faringite Cronicas
47840,2012,M,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J32,Sinusite Cronica
47841,2012,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J34,Outr Transt do Nariz e dos Seios Paranasa
47842,2012,M,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J38,Doenc das Cordas Vocais e da Laringe Ncop
47843,2012,M,13,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J44,Outr Doenc Pulmonares Obstrutivas Cronica
47844,2012,M,17,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J45,Asma
47845,2012,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J47,Bronquectasia
47846,2012,M,10,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J62,Pneumoconiose Dev Poeira Que Cont Silica
47847,2012,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J64,Pneumoconiose Ne
47848,2012,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J65,Pneumoconiose Assoc c/Tuberc
47849,2012,M,4,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J67,Pneumonite Hipersensibilid Dev Poeiras Or
47850,2012,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J84,Outr Doenc Pulmonares Intersticiais
47851,2012,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J86,Piotorax
47852,2012,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J90,Derrame Pleural Ncop
47853,2012,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J93,Pneumotorax
47854,2012,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J96,Insuf Respirat Ncop
48297,2012,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J01,Sinusite Aguda
48298,2012,F,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J02,Faringite Aguda
48299,2012,F,15,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J04,Laringite e Traqueite Agudas
48300,2012,F,6,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J18,Pneumonia p/Microorg Ne
48301,2012,F,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J20,Bronquite Aguda
48302,2012,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J21,Bronquiolite Aguda
48303,2012,F,16,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J30,Rinite Alergica e Vasomotora
48304,2012,F,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J31,Rinite Nasofaringite e Faringite Cronicas
48305,2012,F,3,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J32,Sinusite Cronica
48306,2012,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J33,Polipo Nasal
48307,2012,F,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J34,Outr Transt do Nariz e dos Seios Paranasa
48308,2012,F,3,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J35,Doenc Cronicas das Amigdalas e das Adenoi
48309,2012,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J36,Abscesso Periamigdaliano
48310,2012,F,37,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J37,Laringite e Laringotraqueite Cronicas
48311,2012,F,230,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J38,Doenc das Cordas Vocais e da Laringe Ncop
48312,2012,F,3,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J40,Bronquite Ne Como Aguda ou Cronica
48313,2012,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J41,Bronquite Cronica Simples e a Mucopurulen
48314,2012,F,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J42,Bronquite Cronica Ne
48315,2012,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J43,Enfisema
48316,2012,F,25,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J44,Outr Doenc Pulmonares Obstrutivas Cronica
48317,2012,F,231,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J45,Asma
48318,2012,F,3,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J47,Bronquectasia
48319,2012,F,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J67,Pneumonite Hipersensibilid Dev Poeiras Or
48320,2012,F,6,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J68,Afecc Resp Dev Inal Prod Quim Gas Fumac V
48321,2012,F,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J70,Afeccoes Respirat Dev Outr Agentes Extern
48322,2012,F,3,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J84,Outr Doenc Pulmonares Intersticiais
48323,2012,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J85,Abscesso do Pulmao e do Mediastino
48324,2012,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J90,Derrame Pleural Ncop
48325,2012,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J91,Derrame Pleural em Afeccoes Cop
48326,2012,F,3,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J93,Pneumotorax
48327,2012,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J94,Outr Afeccoes Pleurais
48328,2012,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J98,Outr Transt Respirat
48816,2012,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J31,Rinite Nasofaringite e Faringite Cronicas
48817,2012,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J39,Outr Doenc das Vias Aereas Super
48818,2012,F,6,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J44,Outr Doenc Pulmonares Obstrutivas Cronica
48819,2012,F,25,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J45,Asma
48820,2012,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J47,Bronquectasia
48821,2012,F,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J67,Pneumonite Hipersensibilid Dev Poeiras Or
48822,2012,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J68,Afecc Resp Dev Inal Prod Quim Gas Fumac V
49159,2012,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J30,Rinite Alergica e Vasomotora
49160,2012,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J38,Doenc das Cordas Vocais e da Laringe Ncop
49161,2012,M,2,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J42,Bronquite Cronica Ne
49162,2012,M,2,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J43,Enfisema
49163,2012,M,30,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J44,Outr Doenc Pulmonares Obstrutivas Cronica
49164,2012,M,23,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J45,Asma
49165,2012,M,2,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J47,Bronquectasia
49166,2012,M,37,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J62,Pneumoconiose Dev Poeira Que Cont Silica
49167,2012,M,3,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J63,Pneumoconiose Dev Outr Poeiras Inorganica
49168,2012,M,4,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J64,Pneumoconiose Ne
49169,2012,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J65,Pneumoconiose Assoc c/Tuberc
49170,2012,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J66,Doenc das Vias Aereas Dev Poeiras Org Esp
49171,2012,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J67,Pneumonite Hipersensibilid Dev Poeiras Or
49172,2012,M,2,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J68,Afecc Resp Dev Inal Prod Quim Gas Fumac V
49173,2012,M,3,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J84,Outr Doenc Pulmonares Intersticiais
49174,2012,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J90,Derrame Pleural Ncop
49175,2012,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J96,Insuf Respirat Ncop
49176,2012,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J98,Outr Transt Respirat
49442,2012,M,7,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J44,Outr Doenc Pulmonares Obstrutivas Cronica
49443,2012,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J45,Asma
49444,2012,M,2,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J62,Pneumoconiose Dev Poeira Que Cont Silica
49445,2012,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J64,Pneumoconiose Ne
49446,2012,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J65,Pneumoconiose Assoc c/Tuberc
49447,2012,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J67,Pneumonite Hipersensibilid Dev Poeiras Or
49600,2012,F,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J38,Doenc das Cordas Vocais e da Laringe Ncop
49601,2012,F,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J43,Enfisema
49602,2012,F,7,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J44,Outr Doenc Pulmonares Obstrutivas Cronica
49603,2012,F,26,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J45,Asma
49604,2012,F,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J47,Bronquectasia
49605,2012,F,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J62,Pneumoconiose Dev Poeira Que Cont Silica
49606,2012,F,2,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J68,Afecc Resp Dev Inal Prod Quim Gas Fumac V
49607,2012,F,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J84,Outr Doenc Pulmonares Intersticiais
49750,2012,F,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J44,Outr Doenc Pulmonares Obstrutivas Cronica
49751,2012,F,4,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J45,Asma
50424,2013,M,7,Doenças do aparelho respiratório,Auxílio Doença,J00,Nasofaringite Aguda
50425,2013,M,180,Doenças do aparelho respiratório,Auxílio Doença,J01,Sinusite Aguda
50426,2013,M,23,Doenças do aparelho respiratório,Auxílio Doença,J02,Faringite Aguda
50427,2013,M,77,Doenças do aparelho respiratório,Auxílio Doença,J03,Amigdalite Aguda
50428,2013,M,18,Doenças do aparelho respiratório,Auxílio Doença,J04,Laringite e Traqueite Agudas
50429,2013,M,1,Doenças do aparelho respiratório,Auxílio Doença,J05,Laringite Obstrutiva Aguda e Epiglotite
50430,2013,M,109,Doenças do aparelho respiratório,Auxílio Doença,J06,Infecc Agudas Vias Aereas Super Loc Mult
50431,2013,M,5,Doenças do aparelho respiratório,Auxílio Doença,J09,Influenza [Gripe] Devida a Vírus Identifi
50432,2013,M,41,Doenças do aparelho respiratório,Auxílio Doença,J10,Influenza Dev Virus Influenza Identificad
50433,2013,M,75,Doenças do aparelho respiratório,Auxílio Doença,J11,Influenza Dev Virus nao Identificado
50434,2013,M,78,Doenças do aparelho respiratório,Auxílio Doença,J12,Pneumonia Viral Ncop
50435,2013,M,41,Doenças do aparelho respiratório,Auxílio Doença,J13,Pneumonia Dev Streptococcus Pneumoniae
50436,2013,M,6,Doenças do aparelho respiratório,Auxílio Doença,J14,Pneumonia Dev Haemophilus Infuenzae
50437,2013,M,1822,Doenças do aparelho respiratório,Auxílio Doença,J15,Pneumonia Bacter Ncop
50438,2013,M,77,Doenças do aparelho respiratório,Auxílio Doença,J16,Pneumonia Dev Out Microorg Infecc Espec N
50439,2013,M,72,Doenças do aparelho respiratório,Auxílio Doença,J17,Pneumonia em Doenc Cop
50440,2013,M,1709,Doenças do aparelho respiratório,Auxílio Doença,J18,Pneumonia p/Microorg Ne
50441,2013,M,91,Doenças do aparelho respiratório,Auxílio Doença,J20,Bronquite Aguda
50442,2013,M,13,Doenças do aparelho respiratório,Auxílio Doença,J21,Bronquiolite Aguda
50443,2013,M,62,Doenças do aparelho respiratório,Auxílio Doença,J22,Infecc Agudas Ne das Vias Aereas Infer
50444,2013,M,87,Doenças do aparelho respiratório,Auxílio Doença,J30,Rinite Alergica e Vasomotora
50445,2013,M,50,Doenças do aparelho respiratório,Auxílio Doença,J31,Rinite Nasofaringite e Faringite Cronicas
50446,2013,M,319,Doenças do aparelho respiratório,Auxílio Doença,J32,Sinusite Cronica
50447,2013,M,104,Doenças do aparelho respiratório,Auxílio Doença,J33,Polipo Nasal
50448,2013,M,1091,Doenças do aparelho respiratório,Auxílio Doença,J34,Outr Transt do Nariz e dos Seios Paranasa
50449,2013,M,311,Doenças do aparelho respiratório,Auxílio Doença,J35,Doenc Cronicas das Amigdalas e das Adenoi
50450,2013,M,30,Doenças do aparelho respiratório,Auxílio Doença,J36,Abscesso Periamigdaliano
50451,2013,M,36,Doenças do aparelho respiratório,Auxílio Doença,J37,Laringite e Laringotraqueite Cronicas
50452,2013,M,221,Doenças do aparelho respiratório,Auxílio Doença,J38,Doenc das Cordas Vocais e da Laringe Ncop
50453,2013,M,64,Doenças do aparelho respiratório,Auxílio Doença,J39,Outr Doenc das Vias Aereas Super
50454,2013,M,61,Doenças do aparelho respiratório,Auxílio Doença,J40,Bronquite Ne Como Aguda ou Cronica
50455,2013,M,43,Doenças do aparelho respiratório,Auxílio Doença,J41,Bronquite Cronica Simples e a Mucopurulen
50456,2013,M,97,Doenças do aparelho respiratório,Auxílio Doença,J42,Bronquite Cronica Ne
50457,2013,M,465,Doenças do aparelho respiratório,Auxílio Doença,J43,Enfisema
50458,2013,M,1469,Doenças do aparelho respiratório,Auxílio Doença,J44,Outr Doenc Pulmonares Obstrutivas Cronica
50459,2013,M,902,Doenças do aparelho respiratório,Auxílio Doença,J45,Asma
50460,2013,M,13,Doenças do aparelho respiratório,Auxílio Doença,J46,Estado de Mal Asmatico
50461,2013,M,156,Doenças do aparelho respiratório,Auxílio Doença,J47,Bronquectasia
50462,2013,M,1,Doenças do aparelho respiratório,Auxílio Doença,J60,Pneumoconiose dos Mineiros de Carvao
50463,2013,M,3,Doenças do aparelho respiratório,Auxílio Doença,J61,Pneumoconiose Dev Amianto Outr Fibr Miner
50464,2013,M,35,Doenças do aparelho respiratório,Auxílio Doença,J62,Pneumoconiose Dev Poeira Que Cont Silica
50465,2013,M,11,Doenças do aparelho respiratório,Auxílio Doença,J63,Pneumoconiose Dev Outr Poeiras Inorganica
50466,2013,M,21,Doenças do aparelho respiratório,Auxílio Doença,J64,Pneumoconiose Ne
50467,2013,M,3,Doenças do aparelho respiratório,Auxílio Doença,J65,Pneumoconiose Assoc c/Tuberc
50468,2013,M,5,Doenças do aparelho respiratório,Auxílio Doença,J66,Doenc das Vias Aereas Dev Poeiras Org Esp
50469,2013,M,17,Doenças do aparelho respiratório,Auxílio Doença,J67,Pneumonite Hipersensibilid Dev Poeiras Or
50470,2013,M,13,Doenças do aparelho respiratório,Auxílio Doença,J68,Afecc Resp Dev Inal Prod Quim Gas Fumac V
50471,2013,M,14,Doenças do aparelho respiratório,Auxílio Doença,J69,Pneumonite Dev Solidos e Liquidos
50472,2013,M,15,Doenças do aparelho respiratório,Auxílio Doença,J70,Afeccoes Respirat Dev Outr Agentes Extern
50473,2013,M,17,Doenças do aparelho respiratório,Auxílio Doença,J80,Sindr do Desconforto Respirat do Adulto
50474,2013,M,31,Doenças do aparelho respiratório,Auxílio Doença,J81,Edema Pulmonar Ne de Outr Form
50475,2013,M,2,Doenças do aparelho respiratório,Auxílio Doença,J82,Eosinofilia Pulmonar Ncop
50476,2013,M,217,Doenças do aparelho respiratório,Auxílio Doença,J84,Outr Doenc Pulmonares Intersticiais
50477,2013,M,110,Doenças do aparelho respiratório,Auxílio Doença,J85,Abscesso do Pulmao e do Mediastino
50478,2013,M,108,Doenças do aparelho respiratório,Auxílio Doença,J86,Piotorax
50479,2013,M,387,Doenças do aparelho respiratório,Auxílio Doença,J90,Derrame Pleural Ncop
50480,2013,M,140,Doenças do aparelho respiratório,Auxílio Doença,J91,Derrame Pleural em Afeccoes Cop
50481,2013,M,6,Doenças do aparelho respiratório,Auxílio Doença,J92,Placas Pleurais
50482,2013,M,598,Doenças do aparelho respiratório,Auxílio Doença,J93,Pneumotorax
50483,2013,M,191,Doenças do aparelho respiratório,Auxílio Doença,J94,Outr Afeccoes Pleurais
50484,2013,M,45,Doenças do aparelho respiratório,Auxílio Doença,J95,Afeccoes Respirat Pos-Proced Ncop
50485,2013,M,150,Doenças do aparelho respiratório,Auxílio Doença,J96,Insuf Respirat Ncop
50486,2013,M,146,Doenças do aparelho respiratório,Auxílio Doença,J98,Outr Transt Respirat
50487,2013,M,20,Doenças do aparelho respiratório,Auxílio Doença,J99,Transt Respirat em Doenc Cop
51840,2013,M,11,Doenças do aparelho respiratório,Auxílio Doença,J01,Sinusite Aguda
51841,2013,M,2,Doenças do aparelho respiratório,Auxílio Doença,J02,Faringite Aguda
51842,2013,M,5,Doenças do aparelho respiratório,Auxílio Doença,J03,Amigdalite Aguda
51843,2013,M,1,Doenças do aparelho respiratório,Auxílio Doença,J05,Laringite Obstrutiva Aguda e Epiglotite
51844,2013,M,4,Doenças do aparelho respiratório,Auxílio Doença,J06,Infecc Agudas Vias Aereas Super Loc Mult
51845,2013,M,2,Doenças do aparelho respiratório,Auxílio Doença,J10,Influenza Dev Virus Influenza Identificad
51846,2013,M,4,Doenças do aparelho respiratório,Auxílio Doença,J11,Influenza Dev Virus nao Identificado
51847,2013,M,6,Doenças do aparelho respiratório,Auxílio Doença,J12,Pneumonia Viral Ncop
51848,2013,M,2,Doenças do aparelho respiratório,Auxílio Doença,J13,Pneumonia Dev Streptococcus Pneumoniae
51849,2013,M,1,Doenças do aparelho respiratório,Auxílio Doença,J14,Pneumonia Dev Haemophilus Infuenzae
51850,2013,M,99,Doenças do aparelho respiratório,Auxílio Doença,J15,Pneumonia Bacter Ncop
51851,2013,M,7,Doenças do aparelho respiratório,Auxílio Doença,J16,Pneumonia Dev Out Microorg Infecc Espec N
51852,2013,M,6,Doenças do aparelho respiratório,Auxílio Doença,J17,Pneumonia em Doenc Cop
51853,2013,M,67,Doenças do aparelho respiratório,Auxílio Doença,J18,Pneumonia p/Microorg Ne
51854,2013,M,6,Doenças do aparelho respiratório,Auxílio Doença,J20,Bronquite Aguda
51855,2013,M,1,Doenças do aparelho respiratório,Auxílio Doença,J21,Bronquiolite Aguda
51856,2013,M,2,Doenças do aparelho respiratório,Auxílio Doença,J22,Infecc Agudas Ne das Vias Aereas Infer
51857,2013,M,5,Doenças do aparelho respiratório,Auxílio Doença,J30,Rinite Alergica e Vasomotora
51858,2013,M,4,Doenças do aparelho respiratório,Auxílio Doença,J31,Rinite Nasofaringite e Faringite Cronicas
51859,2013,M,30,Doenças do aparelho respiratório,Auxílio Doença,J32,Sinusite Cronica
51860,2013,M,24,Doenças do aparelho respiratório,Auxílio Doença,J33,Polipo Nasal
51861,2013,M,136,Doenças do aparelho respiratório,Auxílio Doença,J34,Outr Transt do Nariz e dos Seios Paranasa
51862,2013,M,52,Doenças do aparelho respiratório,Auxílio Doença,J35,Doenc Cronicas das Amigdalas e das Adenoi
